cod_unic_pess,nome_pess,cod_stat_pessoa,data_hora_update
3c6f68ad-839a-4ef7-9447-fdbd5a774c87,Dante Moura,3,2025-02-12 22:38:41
b8a4c276-63f9-4831-b9a7-0869d4064583,Maria Luiza Nascimento,5,2025-02-12 22:38:41
9cc38269-5ebc-470a-abdd-4c7005e653c3,Danilo Silveira,7,2025-02-12 22:38:41
3fac9c9a-4f7a-4aea-92de-d564060c9557,Maria Luísa Novaes,6,2025-02-12 22:38:41
a21fdc82-cca9-44be-b6f2-dfe71eb4ae64,Thales da Costa,3,2025-02-12 22:38:41
61d4880b-73e5-46e9-a2cd-da9c0b5a6d63,Bruna Pacheco,1,2025-02-12 22:38:41
76d106cc-637a-48cb-bd8b-8911336535ab,Heitor Pereira,9,2025-02-12 22:38:41
d3000f31-7e47-4cc5-80ab-2f974a791b1c,Ravy Garcia,2,2025-02-12 22:38:41
7921308b-225b-4639-9d2f-eacfea605167,Dra. Alana Aragão,2,2025-02-12 22:38:41
bdd00492-2c90-426f-ba53-cd0e6805822c,Vicente Garcia,4,2025-02-12 22:38:41
3461ebc1-dd5f-4e20-9b0c-b15ec25ad915,Ana Júlia Araújo,6,2025-02-12 22:38:41
31eb33a1-802e-490e-bcca-0398b92e5cce,Davi Miguel Farias,3,2025-02-12 22:38:41
807c41c4-9909-4274-bd70-175a18d59506,Dr. Eduardo Carvalho,5,2025-02-12 22:38:41
71986786-053e-4403-a55d-ec555f3a2381,Gabriela da Paz,4,2025-02-12 22:38:41
1d7178ea-4b72-433c-b0b5-daea1e190b4b,Nicole Pereira,4,2025-02-12 22:38:41
2eeaf814-cd11-4d72-8377-528d153dcf33,Alícia Silva,6,2025-02-12 22:38:41
2220eb95-8ccd-4881-a57c-e291c57df46c,Maria Sophia Mendes,7,2025-02-12 22:38:41
915d81fb-ee98-4a1d-b477-c0bbc883eee3,Rebeca Ribeiro,1,2025-02-12 22:38:41
c573ace9-891d-448b-b2c5-34c06b26719a,Mariana Ribeiro,3,2025-02-12 22:38:41
7292afd5-1f51-4942-878c-0df4c0c4e7c6,Dr. Diogo Abreu,1,2025-02-12 22:38:41
136a0554-b55f-4b9e-bbb9-666cbd56466f,Isabela Fonseca,5,2025-02-12 22:38:41
67d5f8c2-dca2-4e3d-a295-155262d0abb0,Pedro Henrique Pacheco,9,2025-02-12 22:38:41
bc508b4b-fe03-474d-9ed1-73809ed9c975,Juliana da Rocha,2,2025-02-12 22:38:41
3b6550f0-4acc-4bd6-b306-8a0e942d528b,Juliana Cavalcanti,9,2025-02-12 22:38:41
9f617d5d-c3ca-4c02-bd92-0d2982db494a,José Pedro Silva,9,2025-02-12 22:38:41
6213c1a9-bda9-4df3-9deb-24858da3baf1,Sarah Sampaio,6,2025-02-12 22:38:41
06ec5c2e-cfbf-41b9-af5c-88cfd9740db8,Sra. Olivia Campos,5,2025-02-12 22:38:41
634a3dc4-f011-4354-8d65-a4b93fb9c11a,Elisa Dias,9,2025-02-12 22:38:41
47219aa2-755f-4621-b25f-6a365943bf12,Sra. Luana Pires,7,2025-02-12 22:38:41
d17d91ab-f23a-4241-beab-8f1c543524f9,Laura Moraes,2,2025-02-12 22:38:41
9b979a87-f189-48c3-aac0-1269b7a273e2,Rebeca Viana,9,2025-02-12 22:38:41
744d5eca-2e30-4142-b0d0-786c9fb786e2,Vicente Duarte,6,2025-02-12 22:38:41
f8662c92-bbf4-4cc4-8757-1dc81c0c627b,Sra. Aylla Brito,6,2025-02-12 22:38:41
87fd5f4d-04f0-49e6-bac0-82f90931c65c,Sr. Bruno Teixeira,3,2025-02-12 22:38:41
90cffbca-b4ac-4ce8-8f22-fc29daa71150,Guilherme da Mata,6,2025-02-12 22:38:41
eada4c0e-f84f-4961-b8ee-9c1b306b3549,Luísa Pires,7,2025-02-12 22:38:41
00795fca-d255-4257-bd06-bb4fbe410ae5,Davi Lucas Sampaio,4,2025-02-12 22:38:41
3ca297f1-b995-489e-a6c4-6eafd33bb428,Fernando Nunes,8,2025-02-12 22:38:41
e674b80b-fce5-4cf2-b687-1a2eaca8d01d,Luiza Abreu,8,2025-02-12 22:38:41
9720797f-ad39-4dfa-8000-a5e5f2b11ea2,Sra. Eloá Correia,2,2025-02-12 22:38:41
be69f874-741b-464d-8c17-347aa14160e3,Srta. Olívia Fernandes,4,2025-02-12 22:38:41
15bcbc99-04b4-40b9-bb5b-c5c605b1ac93,Sra. Alana Nogueira,6,2025-02-12 22:38:41
f14d0c94-0d71-4951-870f-ad7477cdd905,Melissa Moura,1,2025-02-12 22:38:41
34da5bf4-0249-4d17-94c1-3477bece26f2,Caleb Azevedo,9,2025-02-12 22:38:41
bc5f22a8-9a6e-448b-bb9f-2ddbbf33a9fc,Maria Fernanda Pires,6,2025-02-12 22:38:41
acb21d26-d7a7-4a7e-bd56-bf3d52cbb982,Brenda Moreira,5,2025-02-12 22:38:41
80a0702d-131b-417f-a188-e82683e0ae8f,Srta. Ana Clara Melo,4,2025-02-12 22:38:41
7eedb09f-4c7c-4a05-8ffe-5f03a1eab50f,Sara Alves,7,2025-02-12 22:38:41
ff9165fc-8ab5-4a62-bae4-bcee728ed1a0,Dra. Maria Cecília Barbosa,3,2025-02-12 22:38:41
e6201b71-aa2c-4adc-8a24-c4368ffa4b8e,Enzo Montenegro,7,2025-02-12 22:38:41
